"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-01","1979","01","01","","6.5","","-2.7","","1.9","","16.1","","0.0","","7.6","","1.2","","8.8","","10","","18","","57",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-02","1979","01","02","","13.1","","5.3","","9.2","","8.8","","0.0","","0.4","","0.0","","0.4","","1","","19","","72",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-03","1979","01","03","","13.0","","-6.0","","3.5","","14.5","","0.0","","12.0","","0.4","","12.6","","0","","17","","94",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-04","1979","01","04","","-3.0","","-9.0","","-6.0","","24.0","","0.0","","0.0","","3.7","","2.7","","1","","26","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-05","1979","01","05","","-5.7","","-11.3","","-8.5","","26.5","","0.0","","0.0","","0.0","T","0.0","T","3","","27","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-06","1979","01","06","","-4.7","","-12.6","","-8.7","","26.7","","0.0","","0.0","","2.4","","2.0","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-07","1979","01","07","","2.2","","-12.4","","-5.1","","23.1","","0.0","","4.9","","0.0","","4.9","","6","","16","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-08","1979","01","08","","13.5","","1.9","","7.7","","10.3","","0.0","","26.8","","0.0","","26.8","","0","T","21","","102",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-09","1979","01","09","","8.2","","-8.0","","0.1","","17.9","","0.0","","0.4","","0.0","","0.4","","0","","29","","44",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-10","1979","01","10","","-1.2","","-8.2","","-4.7","","22.7","","0.0","","0.0","","1.9","","1.9","","0","","25","","35",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-11","1979","01","11","","-8.0","","-18.0","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","1","","30","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-12","1979","01","12","","-13.7","","-18.4","","-16.1","","34.1","","0.0","","0.0","","0.0","T","0.0","T","1","","30","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-13","1979","01","13","","-9.2","","-19.5","","-14.4","","32.4","","0.0","","0.0","","5.6","","5.3","","1","","10","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-14","1979","01","14","","10.1","","-9.4","","0.4","","17.6","","0.0","","19.3","","3.5","","22.8","","9","","12","","85",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-15","1979","01","15","","5.2","","-13.2","","-4.0","","22.0","","0.0","","0.0","T","0.0","T","0.0","T","0","T","29","","80",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-16","1979","01","16","","-6.5","","-13.1","","-9.8","","27.8","","0.0","","0.0","","3.1","","1.3","","0","T","28","","41",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-17","1979","01","17","","-11.9","","-17.9","","-14.9","","32.9","","0.0","","0.0","","1.2","","0.7","","3","","30","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1979-01-18","1979","01","18","","-8.9","","-16.3","","-12.6","","30.6","","0.0","","0.0","","5.5","","5.3","","3","","1","","81",""
