"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-01","1976","01","01","","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","1.3","","1.3","","3","","32","","35",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-02","1976","01","02","","-2.8","","-4.4","","-3.6","","21.6","","0.0","","0.0","","0.5","","0.5","","3","","34","","47",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-03","1976","01","03","","0.6","","-6.1","","-2.8","","20.8","","0.0","","0.5","","8.9","","10.7","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-04","1976","01","04","","1.1","","-5.6","","-2.3","","20.3","","0.0","","0.0","T","0.0","T","0.0","T","5","","27","","47",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-05","1976","01","05","","-5.0","","-13.9","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","5","","29","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-06","1976","01","06","","-5.0","","-15.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-07","1976","01","07","","5.0","","-6.1","","-0.6","","18.6","","0.0","","4.3","","0.0","","4.3","","5","","20","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-08","1976","01","08","","8.9","","-7.2","","0.9","","17.1","","0.0","","28.4","","0.0","T","28.4","","0","T","20","","66",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-09","1976","01","09","","-7.2","","-15.0","","-11.1","","29.1","","0.0","","0.0","","0.8","","0.5","","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-10","1976","01","10","","-6.7","","-15.6","","-11.2","","29.2","","0.0","","0.0","","2.0","","0.5","","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-11","1976","01","11","","-13.3","","-21.7","","-17.5","","35.5","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-12","1976","01","12","","-11.1","","-21.7","","-16.4","","34.4","","0.0","","0.0","","2.5","","1.5","","3","","2","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-13","1976","01","13","","-6.7","","-15.6","","-11.2","","29.2","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-14","1976","01","14","","7.8","","-8.3","","-0.3","","18.3","","0.0","","33.0","","5.3","","38.9","","8","","18","","89",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-15","1976","01","15","","-2.8","","-11.1","","-7.0","","25.0","","0.0","","0.0","","0.5","","0.5","","0","T","29","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-16","1976","01","16","","0.6","","-13.9","","-6.7","","24.7","","0.0","","0.0","T","7.1","","6.6","","0","T","11","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-17","1976","01","17","","7.8","","-6.7","","0.6","","17.4","","0.0","","31.8","","3.6","","38.6","","8","","2","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-18","1976","01","18","","-6.7","","-17.8","","-12.3","","30.3","","0.0","","0.0","","4.6","","5.3","","8","","36","","66",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1976-01-19","1976","01","19","","-9.4","","-20.0","","-14.7","","32.7","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
