"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-01","1972","01","01","","-9.4","","-18.9","","-14.2","","32.2","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-02","1972","01","02","","8.9","","-9.4","","-0.3","","18.3","","0.0","","29.2","","5.3","","34.0","","15","","20","","92",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-03","1972","01","03","","8.9","","-0.6","","4.2","","13.8","","0.0","","1.0","","0.0","","1.0","","8","","25","","93",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-04","1972","01","04","","1.1","","-2.8","","-0.9","","18.9","","0.0","","0.0","","5.1","","4.1","","0","T","29","","50",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-05","1972","01","05","","-2.2","","-17.2","","-9.7","","27.7","","0.0","","0.0","","20.6","","20.6","","18","","36","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-06","1972","01","06","","-11.7","","-20.6","","-16.2","","34.2","","0.0","","0.0","","0.0","","0.0","","23","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-07","1972","01","07","","-5.0","","-20.0","","-12.5","","30.5","","0.0","","0.0","","1.0","","1.0","","23","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-08","1972","01","08","","-5.0","","-16.1","","-10.6","","28.6","","0.0","","0.0","","1.5","","1.5","","23","","32","","55",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-09","1972","01","09","","5.0","","-20.0","","-7.5","","25.5","","0.0","","7.1","","0.0","T","7.1","","23","","20","","90",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1972-01-10","1972","01","10","","7.8","","-1.7","","3.1","","14.9","","0.0","","11.2","","0.0","","11.2","","3","","20","","84",""
