"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-01","1968","01","01","","3.3","","-12.8","","-4.8","","22.8","","0.0","","7.9","","9.9","","17.8","","8","","11","","63",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-02","1968","01","02","","-11.7","","-17.8","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","10","","29","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-03","1968","01","03","","-5.6","","-18.3","","-12.0","","30.0","","0.0","","0.0","","7.1","","7.1","","8","","11","","32",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-04","1968","01","04","","0.6","","-5.6","","-2.5","","20.5","","0.0","","0.0","T","15.0","","15.0","","15","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-05","1968","01","05","","-3.9","","-13.3","","-8.6","","26.6","","0.0","","0.0","","5.3","","5.3","","30","","27","","80",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-06","1968","01","06","","-10.0","","-15.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","30","","27","","68",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-07","1968","01","07","","-10.6","","-16.1","","-13.4","","31.4","","0.0","","0.0","","23.6","","23.6","","30","","27","","76",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-08","1968","01","08","","-15.6","","-21.7","","-18.7","","36.7","","0.0","","0.0","","0.0","T","0.0","T","48","","27","","89",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-09","1968","01","09","","-14.4","","-20.6","","-17.5","","35.5","","0.0","","0.0","","0.0","T","0.0","T","46","","29","","53",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-10","1968","01","10","","-11.7","","-22.2","","-17.0","","35.0","","0.0","","0.0","","0.0","T","0.0","T","43","","32","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-11","1968","01","11","","-17.8","","-25.6","","-21.7","","39.7","","0.0","","0.0","","0.0","T","0.0","T","41","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-12","1968","01","12","","-12.8","","-22.2","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","28","","32","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-13","1968","01","13","","-6.7","","-15.0","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","25","","34","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-14","1968","01","14","","-1.7","","-12.8","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","25","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-15","1968","01","15","","7.8","","-5.0","","1.4","","16.6","","0.0","","14.0","","0.0","T","14.0","","23","","11","","64",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-16","1968","01","16","","0.6","","-18.3","","-8.9","","26.9","","0.0","","0.0","","4.3","","4.3","","13","","32","","53",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-17","1968","01","17","","-11.7","","-18.9","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","18","","29","","34",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-18","1968","01","18","","-2.2","","-15.0","","-8.6","","26.6","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-19","1968","01","19","","2.8","","-2.8","","0.0","","18.0","","0.0","","0.3","","0.0","","0.3","","13","","20","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-20","1968","01","20","","2.8","","-3.3","","-0.3","","18.3","","0.0","","0.0","T","0.0","T","0.0","T","10","","25","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-21","1968","01","21","","1.1","","-6.1","","-2.5","","20.5","","0.0","","0.0","","1.8","","1.8","","8","","18","","34",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-22","1968","01","22","","-1.7","","-9.4","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","10","","27","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-23","1968","01","23","","3.9","","-11.7","","-3.9","","21.9","","0.0","","1.5","","0.0","","1.5","","10","","18","","53",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-24","1968","01","24","","5.6","","-1.7","","2.0","","16.0","","0.0","","17.0","","3.6","","20.6","","5","","18","","61",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-25","1968","01","25","","0.6","","-7.8","","-3.6","","21.6","","0.0","","6.1","","4.3","","10.4","","13","","2","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-26","1968","01","26","","2.8","","-5.6","","-1.4","","19.4","","0.0","","2.0","","0.3","","2.3","","13","","20","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-27","1968","01","27","","-1.1","","-7.2","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1968-01-28","1968","01","28","","-5.6","","-12.8","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
