"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-01","1967","01","01","","-0.6","","-8.3","","-4.5","","22.5","","0.0","","0.0","","1.0","","1.0","","0","","14","","32",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-02","1967","01","02","","0.0","","-1.7","","-0.9","","18.9","","0.0","","0.0","","15.7","","15.7","","3","","11","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-03","1967","01","03","","-0.6","","-3.9","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","T","15","","34","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-04","1967","01","04","","-2.2","","-5.6","","-3.9","","21.9","","0.0","","0.0","","17.5","","17.5","","15","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-05","1967","01","05","","-0.6","","-3.3","","-2.0","","20.0","","0.0","","1.3","","14.5","","15.7","","36","","36","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-06","1967","01","06","","-2.2","","-10.0","","-6.1","","24.1","","0.0","","0.0","","0.0","T","0.0","T","36","","27","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-07","1967","01","07","","-6.1","","-12.2","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","30","","29","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-08","1967","01","08","","5.0","","-8.3","","-1.7","","19.7","","0.0","","9.4","","1.0","","10.4","","30","","14","","32",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-09","1967","01","09","","5.0","","-2.2","","1.4","","16.6","","0.0","","5.3","","0.0","T","5.3","","18","","34","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-10","1967","01","10","","0.0","","-2.8","","-1.4","","19.4","","0.0","","0.0","","11.2","","11.2","","15","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-11","1967","01","11","","0.0","","-5.6","","-2.8","","20.8","","0.0","","0.0","","3.8","","3.8","","25","","29","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-12","1967","01","12","","-5.6","","-10.6","","-8.1","","26.1","","0.0","","0.0","","0.0","T","0.0","T","23","","29","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-13","1967","01","13","","-0.6","","-7.8","","-4.2","","22.2","","0.0","","0.0","","2.5","","2.5","","23","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-14","1967","01","14","","2.2","","-6.7","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","20","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1967-01-15","1967","01","15","","5.0","","1.7","","3.4","","14.6","","0.0","","0.0","T","0.0","","0.0","T","18","","18","","35",""
