"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-01","1970","01","01","","-7.8","","-10.6","","-9.2","","27.2","","0.0","","0.0","","1.0","","1.5","","0","T","29","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-02","1970","01","02","","-2.2","","-10.0","","-6.1","","24.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","43",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-03","1970","01","03","","-6.1","","-12.8","","-9.5","","27.5","","0.0","","0.0","","5.1","","0.5","","5","","29","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-04","1970","01","04","","-7.2","","-15.0","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-05","1970","01","05","","-7.8","","-15.0","","-11.4","","29.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","58",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-06","1970","01","06","","-3.9","","-9.4","","-6.7","","24.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","58",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-07","1970","01","07","","-6.7","","-12.2","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-08","1970","01","08","","-4.4","","-12.2","","-8.3","","26.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-09","1970","01","09","","-7.8","","-14.4","","-11.1","","29.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-10","1970","01","10","","-7.8","","-13.3","","-10.6","","28.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-11","1970","01","11","","-9.4","","-13.9","","-11.7","","29.7","","0.0","","0.0","","1.0","","0.8","","0","T","27","","34",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-12","1970","01","12","","-6.7","","-16.1","","-11.4","","29.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-13","1970","01","13","","-6.1","","-12.2","","-9.2","","27.2","","0.0","","0.0","","5.6","","3.8","","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-14","1970","01","14","","-9.4","","-12.8","","-11.1","","29.1","","0.0","","0.0","","0.0","T","0.0","T","5","","29","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-15","1970","01","15","","-5.0","","-12.8","","-8.9","","26.9","","0.0","","0.0","","0.3","","0.3","","5","","29","","60",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-16","1970","01","16","","-5.6","","-12.2","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-17","1970","01","17","","0.6","","-12.2","","-5.8","","23.8","","0.0","","0.0","T","0.3","","0.3","","5","","29","","50",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-18","1970","01","18","","-5.0","","-16.7","","-10.9","","28.9","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-19","1970","01","19","","-9.4","","-18.3","","-13.9","","31.9","","0.0","","0.0","","0.0","","0.0","","3","","29","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-20","1970","01","20","","-11.7","","-18.3","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","3","","29","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-21","1970","01","21","","-16.1","","-18.3","","-17.2","","35.2","","0.0","","0.0","","1.3","","1.3","","3","","34","","60",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-22","1970","01","22","","-10.0","","-16.1","","-13.1","","31.1","","0.0","","0.0","","0.0","T","0.0","T","5","","29","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-23","1970","01","23","","-3.9","","-17.2","","-10.6","","28.6","","0.0","","0.0","","2.0","","1.3","","3","","25","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-24","1970","01","24","","-3.9","","-17.2","","-10.6","","28.6","","0.0","","0.0","","1.3","","0.8","","8","","34","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-25","1970","01","25","","-4.4","","-17.8","","-11.1","","29.1","","0.0","","0.0","","0.0","","0.0","","8","","29","","32",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-26","1970","01","26","","-3.3","","-8.9","","-6.1","","24.1","","0.0","","0.0","","7.6","","8.1","","5","","36","","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-27","1970","01","27","","-5.0","","-7.8","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","13","","36","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-28","1970","01","28","","-3.3","","-11.1","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-29","1970","01","29","","5.0","","-5.6","","-0.3","","18.3","","0.0","","1.8","","7.4","","9.1","","10","","16","","68",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-30","1970","01","30","","2.8","","-6.7","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","5","","32","","31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-01-31","1970","01","31","","-6.7","","-12.8","","-9.8","","27.8","","0.0","","0.0","","0.0","T","0.0","T","5","","29","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-01","1970","02","01","","2.8","","-10.0","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","5","","23","","39",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-02","1970","02","02","","6.7","","-6.1","","0.3","","17.7","","0.0","","0.8","","0.0","","0.8","","0","T","18","","47",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-03","1970","02","03","","9.4","","6.1","","7.8","","10.2","","0.0","","27.2","","0.0","","27.2","","0","","18","","71",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-04","1970","02","04","","8.9","","-4.4","","2.3","","15.7","","0.0","","29.0","","0.0","","29.0","","0","","16","","101",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-05","1970","02","05","","-2.2","","-10.0","","-6.1","","24.1","","0.0","","0.0","","0.0","","0.0","","0","","27","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-06","1970","02","06","","-2.8","","-10.0","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-07","1970","02","07","","0.6","","-7.8","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-08","1970","02","08","","5.0","","-5.6","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-09","1970","02","09","","6.7","","-7.2","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-10","1970","02","10","","1.7","","-5.0","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","0","","14","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-11","1970","02","11","","6.1","","0.6","","3.4","","14.6","","0.0","","10.4","","0.0","","10.4","","0","","11","","106",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-12","1970","02","12","","2.2","","-7.8","","-2.8","","20.8","","0.0","","1.3","","0.8","","2.0","","0","","20","","79",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-13","1970","02","13","","-4.4","","-10.6","","-7.5","","25.5","","0.0","","0.0","","1.0","","0.8","","0","T","32","","32",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-14","1970","02","14","","-10.0","","-16.1","","-13.1","","31.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","50",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-15","1970","02","15","","2.2","","-15.6","","-6.7","","24.7","","0.0","","3.8","","11.7","","14.0","","0","T","11","","68",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-16","1970","02","16","","3.9","","-9.4","","-2.8","","20.8","","0.0","","0.5","","0.0","T","0.5","","8","","25","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-17","1970","02","17","","-3.9","","-11.7","","-7.8","","25.8","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-18","1970","02","18","","0.6","","-13.9","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-19","1970","02","19","","1.7","","-6.7","","-2.5","","20.5","","0.0","","0.0","T","4.3","","4.3","","3","","34","","55",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-20","1970","02","20","","-5.6","","-12.2","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","3","","34","","34",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-21","1970","02","21","","-6.7","","-12.8","","-9.8","","27.8","","0.0","","0.0","","0.8","","0.5","","3","","27","","51",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-22","1970","02","22","","0.0","","-14.4","","-7.2","","25.2","","0.0","","0.0","","0.5","","0.5","","3","","20","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-23","1970","02","23","","1.7","","-15.6","","-7.0","","25.0","","0.0","","0.0","T","2.5","","1.8","","3","","27","","61",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-24","1970","02","24","","-11.7","","-18.3","","-15.0","","33.0","","0.0","","0.0","","0.5","","0.3","","5","","27","","68",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-25","1970","02","25","","3.9","","-17.8","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","5","","16","","60",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-26","1970","02","26","","-2.8","","-15.6","","-9.2","","27.2","","0.0","","0.0","","3.0","","1.8","","5","","34","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1970-02-27","1970","02","27","","-5.0","","-18.3","","-11.7","","29.7","","0.0","","0.0","","0.0","T","0.0","T","5","","36","","37",""
