"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-01","1980","01","01","","-1.2","","-9.8","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-02","1980","01","02","","1.7","","-11.2","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","5","","1","","33",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-03","1980","01","03","","-5.5","","-13.6","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","4","","32","","63",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-04","1980","01","04","","-7.2","","-13.5","","-10.4","","28.4","","0.0","","0.0","","0.0","T","0.0","T","4","","28","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-05","1980","01","05","","-7.3","","-13.3","","-10.3","","28.3","","0.0","","0.0","","0.0","T","0.0","T","4","","2","","57",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-06","1980","01","06","","-7.4","","-14.1","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","4","","1","","70",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-07","1980","01","07","","6.4","","-15.5","","-4.6","","22.6","","0.0","","8.0","","0.0","T","8.0","","4","","21","","78",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-08","1980","01","08","","5.1","","-4.4","","0.4","","17.6","","0.0","","0.0","T","0.0","","0.0","T","0","T","21","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-09","1980","01","09","","-1.6","","-7.4","","-4.5","","22.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","21","","33",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-10","1980","01","10","","-6.3","","-13.7","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","44",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-11","1980","01","11","","5.6","","-13.5","","-4.0","","22.0","","0.0","","3.2","","0.0","","3.2","","0","T","18","","69",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-12","1980","01","12","","10.0","","-6.0","","2.0","","16.0","","0.0","","23.4","","0.0","T","23.4","","0","T","18","","109",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1980-01-13","1980","01","13","","-5.8","","-11.6","","-8.7","","26.7","","0.0","","0.0","","0.2","","0.2","","0","T","29","","63",""
