"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-01","1963","01","01","","1.1","","-2.8","","-0.9","","18.9","","0.0","","0.0","T","1.5","","1.5","","18","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-02","1963","01","02","","2.2","","0.0","","1.1","","16.9","","0.0","","0.0","T","0.3","","0.3","","15","","34","","56",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-03","1963","01","03","","1.7","","-2.8","","-0.6","","18.6","","0.0","","0.0","","0.0","T","0.0","T","13","","32","","45",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-04","1963","01","04","","0.6","","-3.9","","-1.7","","19.7","","0.0","","0.0","T","0.0","T","0.0","T","13","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-05","1963","01","05","","1.7","","-1.1","","0.3","","17.7","","0.0","","0.0","T","0.0","T","0.0","T","10","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-06","1963","01","06","","1.1","","-1.1","","0.0","","18.0","","0.0","","1.0","","0.3","","1.3","","8","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-07","1963","01","07","","0.0","","-2.2","","-1.1","","19.1","","0.0","","0.0","","0.5","","0.5","","8","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-08","1963","01","08","","1.1","","-4.4","","-1.7","","19.7","","0.0","","6.4","","0.0","T","6.4","","8","","36","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-09","1963","01","09","","2.2","","-1.1","","0.6","","17.4","","0.0","","22.9","","1.3","","24.1","","5","","29","","64",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-10","1963","01","10","","3.9","","-1.7","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","5","","25","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-11","1963","01","11","","3.3","","-4.4","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-12","1963","01","12","","0.6","","-4.4","","-1.9","","19.9","","0.0","","4.3","","5.8","","10.2","","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-13","1963","01","13","","7.8","","0.0","","3.9","","14.1","","0.0","","17.8","","0.0","","17.8","","8","","18","","53",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-14","1963","01","14","","6.7","","-7.2","","-0.3","","18.3","","0.0","","1.5","","0.0","T","1.5","","3","","27","S","40",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-15","1963","01","15","","-2.2","","-7.8","","-5.0","","23.0","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-16","1963","01","16","","-4.4","","-13.3","","-8.9","","26.9","","0.0","","0.0","","0.8","","0.8","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-17","1963","01","17","","-3.9","","-13.3","","-8.6","","26.6","","0.0","","0.0","","1.8","","1.8","","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-18","1963","01","18","","0.6","","-6.7","","-3.1","","21.1","","0.0","","0.3","","14.0","","14.2","","3","","9","","48",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-19","1963","01","19","","0.0","","-5.6","","-2.8","","20.8","","0.0","","0.0","T","0.0","T","0.0","T","15","","32","","42",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-20","1963","01","20","","6.7","","-5.6","","0.6","","17.4","","0.0","","14.7","","0.5","","15.2","","15","","14","","68",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-21","1963","01","21","","5.0","","-11.1","","-3.1","","21.1","","0.0","","14.2","","0.0","T","14.2","","3","","29","","55",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1963-01-22","1963","01","22","","-2.2","","-13.3","","-7.8","","25.8","","0.0","","0.0","","1.0","","1.0","","3","","","","<31",""
