"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-01","2010","01","01","","-3.8","","-10.1","","-7.0","","25.0","","0.0","","0.0","","5.6","","5.5","","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-02","2010","01","02","","4.4","","-3.8","","0.3","","17.7","","0.0","","14.2","","11.2","","25.4","","6","","8","E","80","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-03","2010","01","03","","1.4","","-1.0","","0.2","","17.8","","0.0","","0.0","T","1.6","","1.5","","10","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-04","2010","01","04","","0.8","","-1.7","","-0.5","","18.5","","0.0","","0.0","T","0.8","","0.7","","10","","33","E","32","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-05","2010","01","05","","2.5","","-0.6","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-06","2010","01","06","","1.4","","-1.1","","0.2","","17.8","","0.0","","0.0","","0.4","","0.3","","9","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-07","2010","01","07","","0.3","","-1.7","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","9","","27","E","33","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-08","2010","01","08","","-1.6","","-4.0","","-2.8","","20.8","","0.0","","0.0","","2.0","","2.0","","8","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-09","2010","01","09","","-2.1","","-6.1","","-4.1","","22.1","","0.0","","0.0","","2.0","","1.8","","11","","34","E","35","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-10","2010","01","10","","-4.3","","-11.6","","-8.0","","26.0","","0.0","","0.0","","0.2","","0.2","","11","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-11","2010","01","11","","-5.5","","-14.7","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","11","","27","E","37","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-12","2010","01","12","","-6.5","","-12.1","","-9.3","","27.3","","0.0","","0.0","","0.4","","0.3","","11","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-13","2010","01","13","","-4.7","","-10.3","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","11","","36","E","41","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-14","2010","01","14","","-2.7","","-5.5","","-4.1","","22.1","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-15","2010","01","15","","2.5","","-4.5","","-1.0","","19.0","","0.0","","0.0","T","0.0","T","0.0","T","10","","23","E","39","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-16","2010","01","16","","3.3","","-4.0","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","9","","26","E","37","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-17","2010","01","17","","-4.0","","-11.8","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","9","","34","E","48","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-18","2010","01","18","","-3.8","","-8.7","","-6.3","","24.3","","0.0","","0.0","","0.0","T","0.0","T","9","","3","E","35","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-19","2010","01","19","","0.0","","-4.6","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-20","2010","01","20","","0.2","","-5.2","","-2.5","","20.5","","0.0","","0.0","","4.0","","4.0","","6","","9","E","46","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-21","2010","01","21","","-2.1","","-6.4","","-4.3","","22.3","","0.0","","0.0","","2.2","","2.2","","12","","34","E","54","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2010-01-22","2010","01","22","","-3.6","","-11.3","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","10","","34","E","54","E"
