"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-01","1981","01","01","","-5.1","","-14.2","","-9.7","","27.7","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-02","1981","01","02","","-3.7","","-14.1","","-8.9","","26.9","","0.0","","0.0","","15.1","","13.4","","7","","11","","37",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-03","1981","01","03","","-4.6","","-18.7","","-11.7","","29.7","","0.0","","0.0","","0.8","","0.5","","22","","25","","67",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-04","1981","01","04","","-15.5","","-22.7","","-19.1","","37.1","","0.0","","0.0","","5.3","","3.5","","24","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-05","1981","01","05","","-11.8","","-25.3","","-18.6","","36.6","","0.0","","0.0","","0.0","T","0.0","T","25","","29","","31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-06","1981","01","06","","-6.4","","-13.6","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","25","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-07","1981","01","07","","6.3","","-9.0","","-1.4","","19.4","","0.0","","32.0","","0.0","T","32.0","","25","","15","","100",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-08","1981","01","08","","3.4","","-11.5","","-4.1","","22.1","","0.0","","2.4","","0.0","T","2.4","","3","","24","","76",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-09","1981","01","09","","-7.0","","-14.8","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-10","1981","01","10","","6.7","","-10.0","","-1.7","","19.7","","0.0","","23.8","","28.2","","56.4","","3","","22","","59",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-11","1981","01","11","","3.8","","-8.6","","-2.4","","20.4","","0.0","","0.2","","0.9","","1.1","","20","","22","","76",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-12","1981","01","12","","-4.0","","-11.7","","-7.9","","25.9","","0.0","","0.0","","5.8","","3.4","","21","","36","","50",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-13","1981","01","13","","-2.4","","-10.4","","-6.4","","24.4","","0.0","","2.6","","24.7","","26.1","","41","","2","","67",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","1981-01-14","1981","01","14","","-4.1","","-10.6","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","46","","24","","46",""
